iter	Logloss
126	0.1467973312
127	0.1457215976
128	0.1445641744
129	0.1429294663
130	0.1415335815
131	0.1404046626
132	0.1392207231
133	0.1381976872
134	0.1369075126
135	0.1357728844
136	0.1347797599
137	0.133552405
138	0.1322426843
139	0.1312575649
140	0.1299178648
141	0.1287680996
142	0.1277817215
143	0.1268371231
144	0.1257926542
145	0.1245593679
146	0.1238655774
147	0.1229701636
148	0.1220198514
149	0.1210627928
150	0.1204936707
151	0.1197275488
152	0.1189489241
153	0.1180200419
154	0.1170789171
155	0.1164661092
156	0.1157145548
157	0.1145740895
158	0.1139438556
159	0.1130586048
160	0.1124183779
161	0.1114758596
162	0.1107087002
163	0.1098952382
164	0.1091617608
165	0.108464796
166	0.1079375646
167	0.1073846614
168	0.1068367427
169	0.1061007784
170	0.1054691925
171	0.1046770052
172	0.1038689305
173	0.1031467129
174	0.1025305353
175	0.1017590335
176	0.1013962428
177	0.1005603897
178	0.1002206444
179	0.09962844785
180	0.09918631893
181	0.09871714531
182	0.09823417818
183	0.09752302065
184	0.09705164601
185	0.09619484621
186	0.09570094774
187	0.09498167758
188	0.09435406908
189	0.09381610336
190	0.09313782599
191	0.09262558287
192	0.09183890847
193	0.09129760093
194	0.09066363778
195	0.09023487117
196	0.08981656939
197	0.08912448271
198	0.0885983437
199	0.08810208242
200	0.08747645291
201	0.08671864899
202	0.08622217631
203	0.08563440344
204	0.0852080474
205	0.08458615721
206	0.08407249438
207	0.08358032008
208	0.08317844115
209	0.08269552593
210	0.0821441869
211	0.08169682027
212	0.08121577627
213	0.08072997575
214	0.08031926215
215	0.07984553938
216	0.07942945405
217	0.07904367564
218	0.07859964566
219	0.0781409551
220	0.07765800605
221	0.077178239
222	0.07678428824
223	0.07637293912
224	0.07608394601
225	0.07569290753
226	0.07518937179
227	0.07475437513
228	0.07445739559
229	0.07397282769
230	0.0736896636
231	0.07333816849
232	0.07307639033
233	0.07256237301
234	0.0720690323
235	0.07164540439
236	0.07144745443
237	0.07096845709
238	0.07076664671
239	0.07032696948
240	0.06998387522
241	0.06973222619
242	0.06953384189
243	0.06925731073
244	0.0689390463
245	0.06864097144
246	0.06819153547
247	0.06783735281
248	0.06762747939
249	0.06725491231
250	0.06693592275
251	0.06658258423
252	0.06635056014
253	0.0660002958
254	0.06570058801
255	0.06547506715
256	0.06515778773
257	0.06477889333
258	0.06440586553
259	0.06407396622
260	0.06379136676
261	0.06347206105
262	0.06320040297
263	0.06290755556
264	0.06260856654
265	0.06237543264
266	0.06198736158
267	0.06175425306
268	0.06155478648
269	0.06119910712
270	0.06099469558
271	0.0607087766
272	0.06052642738
273	0.06036091504
274	0.06002924633
275	0.05959790018
276	0.05929460628
277	0.05899962924
278	0.05871527962
279	0.05835423615
280	0.05802035171
281	0.05770781645
282	0.0573673559
283	0.05709599203
284	0.05673582101
285	0.05649632474
286	0.05628530779
287	0.05604600548
288	0.05585557281
289	0.05561295462
290	0.05532092459
291	0.05509292403
292	0.0548662511
293	0.05465776448
294	0.05435244022
295	0.05413150526
296	0.05385712986
297	0.0535213663
298	0.05328261413
299	0.05306762179
300	0.05287599548
301	0.05271309977
302	0.05250550052
303	0.05226430015
304	0.05207700761
305	0.05178891018
306	0.05152848354
307	0.05126566156
308	0.05098347692
309	0.05075603562
310	0.05056862315
311	0.05038526099
312	0.05026524419
313	0.05000148705
314	0.04975111598
315	0.04947747833
316	0.04926114533
317	0.049133838
318	0.04892640359
319	0.04872139272
320	0.0485465283
321	0.04839531839
322	0.04815343534
323	0.04796147405
324	0.0478279919
325	0.04768759013
326	0.04754867245
327	0.04739167103
328	0.04718454627
329	0.04692095958
330	0.0467434634
331	0.04654609653
332	0.04638934823
333	0.04614847475
334	0.04601992369
335	0.04594084765
336	0.04571960457
337	0.04562923031
338	0.04540912984
339	0.04529284625
340	0.04517300243
341	0.04503832506
342	0.04493624953
343	0.04475289048
344	0.04460407347
345	0.04442404428
346	0.04428593856
347	0.04415144357
348	0.04397431974
349	0.04376846149
350	0.04365164507
351	0.0434536592
352	0.04334098246
353	0.04319997929
354	0.04304098362
355	0.04288329777
356	0.04272760308
357	0.04250986994
358	0.0423253189
359	0.04216709959
360	0.04198697099
361	0.04190573152
362	0.04171750392
363	0.0416005305
364	0.04138053127
365	0.04121436479
366	0.04108633123
367	0.04097861557
368	0.04083831428
369	0.040690995
370	0.04060047563
371	0.04042340549
372	0.04033350882
373	0.04016054267
374	0.04004984475
375	0.03988038663
376	0.03970928384
377	0.03963163126
378	0.03951136389
379	0.03938826234
380	0.03924678977
381	0.03914335339
382	0.0389334052
383	0.03877341139
384	0.03867080166
385	0.03851816997
386	0.03847719637
387	0.03828428928
388	0.03818935758
389	0.03804265404
390	0.03791298085
391	0.03777810188
392	0.03763973462
393	0.03749124318
394	0.03735682692
395	0.0372446362
396	0.03716643259
397	0.03709172765
398	0.03693187206
399	0.03685658402
400	0.03670115338
401	0.03651411361
402	0.03641922294
403	0.0362753825
404	0.03619436882
405	0.03604939465
406	0.03591269189
407	0.03584620663
408	0.03577259919
409	0.0356223742
410	0.03552030426
411	0.03540605754
412	0.0352916947
413	0.03517018155
414	0.03512532081
415	0.03500087187
416	0.03487478971
417	0.03481043428
418	0.03471592115
419	0.03460249486
420	0.03446482501
421	0.03432053943
422	0.03418578802
423	0.03411625105
424	0.03401282427
425	0.03394558835
426	0.03386815111
427	0.03380958223
428	0.03373733204
429	0.03360495473
430	0.03346420149
431	0.03330197592
432	0.03319798147
433	0.03304841013
434	0.03299149414
435	0.03290298043
436	0.03281650488
437	0.03267438322
438	0.03256602117
439	0.0324854843
440	0.03237376185
441	0.03231053412
442	0.03215430777
443	0.0320723846
444	0.03201229561
445	0.0319184655
446	0.03184787846
447	0.03176614347
448	0.0316826462
449	0.03163546098
450	0.03155414849
451	0.03144199061
452	0.03132472293
453	0.03122581764
454	0.03112799371
455	0.03103875946
456	0.03090133252
457	0.03081777451
458	0.03072905356
459	0.03066808406
460	0.0305722792
461	0.03048827648
462	0.03041862689
463	0.0303698821
464	0.03027040553
465	0.03018816538
466	0.03008227251
467	0.02996609507
468	0.02990934764
469	0.02985162679
470	0.02980646156
471	0.02974686792
472	0.0296847824
473	0.02955721386
474	0.02949697372
475	0.02945723955
476	0.02935801321
477	0.02927401027
478	0.02922518207
479	0.02915855993
480	0.02906977485
481	0.02897536094
482	0.02889590239
483	0.02884355501
484	0.02869217816
485	0.02859121533
486	0.02847119344
487	0.02835855034
488	0.02827710846
489	0.02821794676
490	0.02816403008
491	0.0280673731
492	0.02795958407
493	0.02785911283
494	0.02780764839
495	0.02773724439
496	0.02766608057
497	0.02758326694
498	0.02753583429
499	0.02746013201
500	0.02739309727
501	0.02730598618
502	0.02724872882
503	0.02715443012
504	0.02705096169
505	0.02698384624
506	0.02692891221
507	0.02683529518
508	0.02679805655
509	0.02674455522
510	0.02663340375
511	0.02658208672
512	0.02650131924
513	0.02641628122
514	0.02632390376
515	0.02623280593
516	0.02615107419
517	0.0260462734
518	0.02599883429
519	0.02593413321
520	0.02585021468
521	0.02579364182
522	0.02573312392
523	0.02565532322
524	0.02559817578
525	0.02551489726
526	0.02542410762
527	0.02533962723
528	0.02525110073
529	0.02516887089
530	0.0251299031
531	0.02503402195
532	0.02498805554
533	0.02490409427
534	0.02487011583
535	0.02482009581
536	0.0247523225
537	0.02469096066
538	0.02456994332
539	0.02450413659
540	0.0244519219
541	0.02437564656
542	0.02434064771
543	0.02428744019
544	0.02422879465
545	0.02416323949
546	0.02413079413
547	0.02408192191
548	0.02404721241
549	0.02399358201
550	0.02390990645
551	0.02386190831
552	0.02383952929
553	0.02380383752
554	0.02375193966
555	0.02370236058
556	0.02362922711
557	0.02356042944
558	0.02348628715
559	0.02344430484
560	0.02337294178
561	0.0233007491
562	0.02325228132
563	0.02318788835
564	0.02312906403
565	0.02304464532
566	0.0229840878
567	0.02295087899
568	0.02289499084
569	0.02283000153
570	0.0227659887
571	0.02273421364
572	0.02268468515
573	0.0226537502
574	0.02261460197
575	0.02259163109
576	0.02253606721
577	0.02250647709
578	0.02244151476
579	0.02239247433
580	0.0223369059
581	0.02228186124
582	0.02223679785
583	0.02215912619
584	0.02211332379
585	0.02207830168
586	0.02202608819
587	0.02199800614
588	0.02193535918
589	0.0218992965
590	0.02183647907
591	0.0217895545
592	0.02176409937
593	0.02172344306
594	0.02168651403
595	0.02162715081
596	0.02160755241
597	0.02154026447
598	0.02148341438
599	0.02142382397
600	0.02138320958
601	0.02131514559
602	0.02126822863
603	0.02121876348
604	0.02118193624
605	0.02114748904
606	0.02107260193
607	0.02103548755
608	0.02097823175
609	0.02094569536
610	0.02088489861
611	0.02086572588
612	0.0207903753
613	0.02076835024
614	0.02071765106
615	0.0206808886
616	0.02062106494
617	0.02057138338
618	0.02052667757
619	0.0204767301
620	0.0204405417
621	0.02038531636
622	0.02032735746
623	0.02026089307
624	0.02023322818
625	0.02018281765
626	0.02014644564
627	0.02011721051
628	0.02006988391
629	0.02004350479
630	0.01999286793
631	0.01994094712
632	0.01989547896
633	0.01982191259
634	0.0197834623
635	0.01973535386
636	0.01967014664
637	0.01962325761
638	0.01957074581
639	0.0195166195
640	0.01944972723
641	0.01941604081
642	0.01937704802
643	0.01935548921
644	0.01930765688
645	0.01925641208
646	0.01921878447
647	0.01918861661
648	0.01915222209
649	0.01910079572
650	0.01904516132
651	0.01901393949
652	0.01897773304
653	0.01892271582
654	0.01890074957
655	0.01884902836
656	0.01883090686
657	0.01880925677
658	0.01875978829
659	0.01872197473
660	0.01868627645
661	0.0186530245
662	0.01860396891
663	0.01857521318
664	0.0185316007
665	0.01849033981
666	0.01842333245
667	0.01838262249
668	0.01836118815
669	0.01831506235
670	0.01828878615
671	0.01825019401
672	0.0182169509
673	0.01817889079
674	0.01816331899
675	0.01812032648
676	0.01808946088
677	0.01806983029
678	0.01804456434
679	0.01800719485
680	0.01795373023
681	0.01792494778
682	0.01789271972
683	0.01785747686
684	0.01781374853
685	0.01777655219
686	0.01773459255
687	0.01770299431
688	0.01767985385
689	0.0176453346
690	0.01760052976
691	0.01756590503
692	0.01752831238
693	0.01748804035
694	0.01744716472
695	0.01740773212
696	0.0173878785
697	0.01733828519
698	0.01730322022
699	0.01727057571
700	0.01722628767
701	0.01720352661
702	0.01715154451
703	0.01712445761
704	0.01710271409
705	0.01708637556
706	0.0170561908
707	0.01702712141
708	0.01699876811
709	0.0169571729
710	0.0168879816
711	0.01686003571
712	0.01683828081
713	0.0168058764
714	0.01677029161
715	0.01675014974
716	0.0167117978
717	0.01668390043
718	0.01665206238
719	0.01660938502
720	0.01656790124
721	0.0165414935
722	0.01647279099
723	0.01645108001
724	0.01639907084
725	0.01636932154
726	0.01634573744
727	0.01630157815
728	0.01627729356
729	0.01621522027
730	0.01615598726
731	0.01613223339
732	0.01609746328
733	0.01606487385
734	0.01602960908
735	0.01600827101
736	0.01596786566
737	0.0159344964
738	0.01591988371
739	0.01588825737
740	0.01586315621
741	0.01583166725
742	0.01579509315
743	0.01577629963
744	0.01575056925
745	0.01570088884
746	0.0156717738
747	0.01562704843
748	0.01560548411
749	0.01558077602
750	0.01555077742
751	0.01551126599
752	0.01547021439
753	0.01543209119
754	0.01540622851
755	0.0153819499
756	0.01535744494
757	0.01533781801
758	0.01529713433
759	0.01525401014
760	0.0152144526
761	0.01518361442
762	0.01516421361
763	0.01512936038
764	0.01508714948
765	0.01505256035
766	0.01503099855
767	0.01499776198
768	0.01497081109
769	0.01494150417
770	0.01491502456
771	0.01489153388
772	0.01486938248
773	0.01484842325
774	0.01482609214
775	0.01479021728
776	0.01477115932
777	0.01474033786
778	0.01472088905
779	0.01469437382
780	0.01468268146
781	0.01465060335
782	0.01461175831
783	0.01458135559
784	0.01456532104
785	0.01454448904
786	0.01451794058
787	0.01450274243
788	0.01448831894
789	0.01444248647
790	0.01441543743
791	0.01438492934
792	0.01436585162
793	0.01433980144
794	0.01431330014
795	0.01426081942
796	0.01424964886
797	0.01421028032
798	0.01417770474
799	0.01416485518
800	0.01413435963
801	0.01410316715
802	0.01406893752
803	0.01404150623
804	0.01402012891
805	0.01400263791
806	0.01398263711
807	0.01396655139
808	0.01394567957
809	0.01392937749
810	0.0138945349
811	0.01387130848
812	0.01383468342
813	0.01379725049
814	0.01377433105
815	0.01374031255
816	0.01371447629
817	0.01367772252
818	0.01365649353
819	0.01363012629
820	0.0136061575
821	0.01359033423
822	0.01355534972
823	0.01352387763
824	0.01350383835
825	0.01348142861
826	0.01344965494
827	0.01343324307
828	0.01340773981
829	0.01338697302
830	0.01337072363
831	0.01334266487
832	0.01332659983
833	0.01330179251
834	0.0132679268
835	0.01323955332
836	0.01322592197
837	0.01319338087
838	0.01318362028
839	0.01316620289
840	0.01313992368
841	0.01310900681
842	0.01308485149
843	0.0130657021
844	0.01304875687
845	0.01303887377
846	0.01299654843
847	0.01297550116
848	0.0129543179
849	0.0129377043
850	0.01291262413
851	0.01289735031
852	0.01286848105
853	0.01284480067
854	0.01283156365
855	0.01280413679
856	0.01277463685
857	0.01274508034
858	0.01271270563
859	0.01267626628
860	0.01265836727
861	0.01263747819
862	0.01261770896
863	0.01258984705
864	0.01257828424
865	0.01254807026
866	0.01253052423
867	0.0125032554
868	0.01247343995
869	0.0124535271
870	0.01243795886
871	0.01241592153
872	0.01239554006
873	0.01236725597
874	0.01234683408
875	0.01232125715
876	0.01229004299
877	0.01227604961
878	0.01226620417
879	0.01225303725
880	0.01222704276
881	0.01219196112
882	0.01217790278
883	0.0121607028
884	0.01214255937
885	0.01211527058
886	0.01208804316
887	0.01207890515
888	0.01206418743
889	0.01204432451
890	0.01201957264
891	0.0120083869
892	0.01198800228
893	0.01196935791
894	0.01195707106
895	0.01193620525
896	0.01192199323
897	0.01188479193
898	0.01186767269
899	0.0118432803
900	0.0118211577
901	0.01180322928
902	0.01178925712
903	0.01176149766
904	0.01174571394
905	0.01173590351
906	0.0117090087
907	0.01168001575
908	0.01165652971
909	0.01163245286
910	0.01160324318
911	0.01158175746
912	0.01156025933
913	0.01153422
914	0.01151796901
915	0.01149814328
916	0.01148360653
917	0.01145899217
918	0.01144388661
919	0.01142784145
920	0.01141628779
921	0.01139310586
922	0.01137688105
923	0.01135213353
924	0.01133763012
925	0.01132100129
926	0.01130287192
927	0.01128328271
928	0.0112714872
929	0.0112593897
930	0.011251262
931	0.01123511323
932	0.01121752
933	0.01119306429
934	0.01117895111
935	0.01114910452
936	0.01113529085
937	0.0111226051
938	0.011103087
939	0.01109506732
940	0.01106828907
941	0.01105888295
942	0.01104074681
943	0.01102881047
944	0.01100367812
945	0.01098659047
946	0.01097482235
947	0.01096324998
948	0.01095529866
949	0.01093138719
950	0.01091632876
951	0.01090519737
952	0.01088999086
953	0.01087992161
954	0.01085648756
955	0.01084418594
956	0.01083275808
957	0.01082663417
958	0.01080875714
959	0.01078540292
960	0.01076129584
961	0.01073681091
962	0.01071559382
963	0.01069543241
964	0.01067209844
965	0.0106608926
966	0.01064395434
967	0.01062033988
968	0.01061295961
969	0.01060069868
970	0.01058795177
971	0.01057009001
972	0.01055371007
973	0.01053457056
974	0.0105224811
975	0.01051122166
976	0.01048827214
977	0.01047567459
978	0.01045415951
979	0.01044613055
980	0.01043028884
981	0.01041147082
982	0.01040213853
983	0.01038905084
984	0.01037527738
985	0.01036757292
986	0.01035232555
987	0.01034064446
988	0.01033163315
989	0.0103157369
990	0.01030192049
991	0.01027414866
992	0.01025176076
993	0.01024162832
994	0.01022897639
995	0.01021147563
996	0.01019719617
997	0.01018423651
998	0.01017185028
999	0.01015668883
