selec,start,end,sound.files,File_Offset,Call_Type,Distance,Quality,CallerID,Cert_ID,Context,Cert_Con,Elicitor1_ID,Cert_ID_Elic1,Comments,Alt_Elic1,Alt_Caller,Alt_Con,selec.file,soundID,CallerGrp,CallerSex,CallerDOB,CallerMom,CallerMatr,Elicitor1Grp,Elicitor1Sex,Elicitor1DOB,Elicitor1Mom,Elicitor1Matr,date,CallerAge,Elicitor1Age,CallerBinAge,ElicitorBinAge,CallerAdMale,Elicitor1AdMale,newSocCat,Context2,SndFile,QR1,QR2,Cert_ID_Bin,Cert_Con_Bin,Cert_ID_Elic1_Bin,Con_Usable,file,sprsMed,sprsMbw,sprsEqbw,sprsMc,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Fw1,Fw2,Fw3,Fw4,Mw1,Mw2,Mw3,Mw4,F1,F2,F3,F4,M1,M2,M3,M4
5,182.822,187.7729735,20191218_1148.WAV,182.822,RUM,10,2,R38.01,1,GWG,1,R36.0314,1,NA,NA,NA,NA,20191218_1148_20191218_1356.Table.1.selections.txt,20191218_1148_sel5.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,M,9/18/2014,R36.03,R38.01,12/18/2019,6893,1917,adult,juv,no,no,A2J,greeting,20191218_1148,NA,NA,1,1,1,1,20191218_1148_sel5.wav,0,0,0,-1,0.001935846,0.001943937,-0.002218798,0.001583664,-0.001836254,0.000564198,-0.003647838,0.001131252,-0.001285784,-0.002254291,0.001466704,-0.000217669,0.334821429,6.361607143,10.26785714,11.71875,3.352615654,2.945231536,2.49155711,3.032260668,0.334821429,2.790178571,4.799107143,12.05357143,2.287813707,2.289026202,1.569831922,1.99112834
9,303.014,310.3704745,20191218_1148.WAV,303.014,RUM,7,3,R38.01,1,CCF,1,R38.0113,1,can't be certain of context,NA,NA,NA,20191218_1148_20191218_1356.Table.1.selections.txt,20191218_1148_sel9.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,M,11/30/2013,R38.01,R38.01,12/18/2019,6893,2209,adult,juv,no,no,MomJuv,contact,20191218_1148,NA,NA,1,1,1,1,20191218_1148_sel9.wav,0,0,0,-1,0.00047267,0.005514439,0.001097638,0.002709854,0.001678311,-0.002486904,-0.001991311,0.001713187,0.002479877,-0.004964053,0.002275286,0.002126621,0.613839286,3.962053571,4.854910714,6.975446429,2.498592879,6.80060845,2.703100293,2.91162363,3.013392857,3.962053571,10.99330357,11.99776786,2.507752885,4.66968885,2.424456879,2.835848761
65,398.075,405.2188597,20191218_1257.WAV,398.075,RUM,NA,2,R38.01,1,CCC,1,R36.06,1,"Layla APR Habiba but I DON'T think that is the eliciting context. Sounds like Habiba is talking to Hadithi, who is OOS",NA,NA,NA,20191218_1148_20191218_1356.Table.1.selections.txt,20191218_1257_sel65.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,F,4/5/2006,R36,R38.01,12/18/2019,6893,5005,adult,adult,no,no,AgeMts,contact,20191218_1257,NA,NA,1,1,1,1,20191218_1257_sel65.wav,0,0,0,-1,0.002614232,0.003173257,0.000320427,-0.004721536,-0.00024087,-0.004041967,0.000280678,-0.000103753,-0.001476334,-0.001599648,-0.00018839,0.001458205,0.558035714,1.897321429,3.125,5.915178571,5.946193164,3.691554552,4.114433739,4.812163859,0.558035714,6.026785714,7.03125,10.49107143,3.257642467,2.591960248,2.241119932,4.156966861
66,409.684,415.5521704,20191218_1257.WAV,409.684,RUM,NA,2,R38.01,1,CCC,1,R36.06,1,"Layla APR Habiba but I DON'T think that is the eliciting context. Sounds like Habiba is talking to Hadithi, who is OOS",NA,NA,NA,20191218_1148_20191218_1356.Table.1.selections.txt,20191218_1257_sel66.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,F,4/5/2006,R36,R38.01,12/18/2019,6893,5005,adult,adult,no,no,AgeMts,contact,20191218_1257,NA,NA,1,1,1,1,20191218_1257_sel66.wav,0,0,0,0,0.003219221,0.001098658,-0.001202672,-0.006972167,-0.002696011,-0.002277845,-0.000245866,0.000596774,-0.00038447,0.000264732,0.002299055,3.68E-05,0.223214286,1.450892857,7.366071429,8.59375,3.194323361,5.487117471,2.594474295,3.610488903,0.223214286,2.34375,8.59375,10.82589286,2.899185187,2.486052497,2.110672009,1.995969754
68,422.25,428.5008772,20191218_1257.WAV,422.25,RUM,NA,2,R38.01,1,CCC,1,R36.06,1,"Layla APR Habiba but I DON'T think that is the eliciting context. Sounds like Habiba is talking to Hadithi, who is OOS",NA,NA,NA,20191218_1148_20191218_1356.Table.1.selections.txt,20191218_1257_sel68.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,F,4/5/2006,R36,R38.01,12/18/2019,6893,5005,adult,adult,no,no,AgeMts,contact,20191218_1257,NA,NA,1,1,1,1,20191218_1257_sel68.wav,0,0,0,0,0.0033178,0.001814964,-0.002127,-0.005892179,-0.001383077,-0.000852902,0.000402979,0.000764487,0.002556435,0.002327161,0.003016261,0.001272973,1.004464286,3.459821429,4.6875,7.142857143,2.382181515,2.050723812,2.485858655,1.750469394,0.334821429,4.129464286,7.142857143,12.05357143,2.637364349,1.951121485,1.988815825,2.090163377
52,79.7841,87.86346511,20191224_1214.WAV,79.7841,RUM,10,3,R38.01,1,GJJ,1,B1437,1,NA,NA,NA,NA,20191224_0817_to_20191224_1700.Table.1.selections.txt,20191224_1214_sel52.wav,Swahilis,F,2/2/2001,R38,R38.01,NativeAmericans,M,5/4/2003,M11.91,NA,12/24/2019,6899,6078,adult,adult,no,yes,AdMale,greeting,20191224_1214,NA,NA,1,1,1,1,20191224_1214_sel52.wav,0,0,0,-1,0.000790768,0.002870853,0.000873713,-0.00393504,-0.003383428,0.00092881,-0.001586594,0.000943804,0.000199865,-0.001340891,0.003036296,-3.32E-05,0.223214286,3.013392857,5.46875,11.43973214,2.557583599,3.475307777,2.832736399,2.929391442,0.167410714,3.013392857,4.241071429,11.21651786,2.929045964,2.225684113,1.972249617,2.502653805
59,450.2481,453.8194748,20191224_1214.WAV,450.2481,RUM,10,3,R38.01,1,GWG,1,R36.03,1,minimal overlap; JSN toward the rest of the group behind her,NA,NA,NA,20191224_0817_to_20191224_1700.Table.1.selections.txt,20191224_1214_sel59.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,F,1/4/2003,R36,R38.01,12/24/2019,6899,6198,adult,adult,no,no,AgeMts,greeting,20191224_1214,NA,NA,1,1,1,1,20191224_1214_sel59.wav,0,0.106103968,0.181138493,1,0.003245947,-0.003347698,0.004524676,-0.003868049,-0.009776224,0.000841347,-0.0094689,-0.005345998,0.003279867,0.002595247,0.000431793,0.000274542,0.334821429,2.455357143,7.142857143,8.816964286,3.783529176,3.256307495,4.148660646,3.942442087,0.334821429,2.566964286,5.357142857,7.142857143,2.594724997,2.567192335,2.0766771,1.786500399
69,779.8003,785.7883881,20191224_1214.WAV,779.8003,RUM,NA,2,R38.01,1,GWG,1,R36.03,1,rAPR by R36.06 and C'18 1 min later,NA,NA,NA,20191224_0817_to_20191224_1700.Table.1.selections.txt,20191224_1214_sel69.wav,Swahilis,F,2/2/2001,R38,R38.01,Swahilis,F,1/4/2003,R36,R38.01,12/24/2019,6899,6198,adult,adult,no,no,AgeMts,greeting,20191224_1214,NA,NA,1,1,1,1,20191224_1214_sel69.wav,0,0.100810925,0.149346177,1,-9.49E-06,0.000645444,0.003507637,0.008628472,-0.004963511,-0.000105336,-0.002490617,0.00124726,0.002930848,-0.005743369,0.001607976,0.002539722,0.446428571,3.236607143,5.357142857,9.095982143,4.692842067,2.250219198,2.02133018,2.351293198,0.446428571,4.854910714,9.095982143,10.49107143,2.994885405,2.125453839,2.394861219,2.206181794
78,267.429,274.1476299,20191224_1234.WAV,267.429,RUM,NA,3,R36.06,0.33,GWG,1,R38.0113,1,alt=R38.01 or R36.03. group just approached by R38.0113,NA,NA,NA,20191224_0817_to_20191224_1700.Table.1.selections.txt,20191224_1234_sel78.wav,Swahilis,F,4/5/2006,R36,R38.01,Swahilis,M,11/30/2013,R38.01,R38.01,12/24/2019,5011,2215,adult,juv,no,no,A2J,greeting,20191224_1234,NA,NA,0,1,1,1,20191224_1234_sel78.wav,0,0,0,-1,0.001869678,-0.006014238,0.005980759,-0.003352468,-0.001034794,-0.007571763,0.003913899,0.003401379,-5.15E-05,-0.000577545,0.001118754,0.001110328,0.167410714,1.785714286,3.794642857,9.263392857,3.449650332,2.1915529,3.057562967,2.714721092,0.167410714,9.430803571,10.26785714,12.61160714,2.209013836,2.160474999,1.86427326,2.355057072
38,1776.279,1785.401855,20191226_1101.WAV,1776.279,RUM,10,2,M12.03,1,CCC,1,M12.0319,1,I think she is calling her 2019 calf but I don't know for sure. Group is beginning to move,NA,NA,NA,20191226_0816_to_20191226_1301.Table.1.selections.txt,20191226_1101_sel38.wav,NativeAmericans,F,8/10/2003,M12,M12,NativeAmericans,F,10/25/2019,M12.03,M12,12/26/2019,5982,62,adult,juv,no,no,MomJuv,contact,20191226_1101,NA,NA,1,1,1,1,20191226_1101_sel38.wav,0,0.004739336,0.004739336,-1,0.001655941,0.003779895,0.005112144,0.000966295,-0.000391513,0.003414842,-0.000976502,0.003648456,-0.000999445,0.002617921,-0.000327431,-0.001817145,0.111607143,3.013392857,4.129464286,7.254464286,2.652382781,2.349110363,2.998434881,3.580335035,0.111607143,2.120535714,7.254464286,13.00223214,2.652928439,2.801972803,2.626205125,4.693157508
65,2077.8851,2083.989058,20200102_1015.WAV,2077.8851,RUM,5,2,R23,1,GJJ,1,R23.09,1,NA,NA,NA,NA,20200102_0855_to_20200102_1659.Table.1.selections.txt,20200102_1015_sel65.wav,Artists,F,6/30/1976,NA,R23,Artists,F,1/3/2009,R23,R23,1/2/2020,15891,4016,adult,adult,no,no,MomAdF,greeting,20200102_1015,NA,NA,1,1,1,1,20200102_1015_sel65.wav,0,0,0,-1,0.000163436,0.001116582,-0.002201808,0.004860927,-0.004558255,0.001190837,4.89E-06,-6.20E-05,0.004481312,0.000473366,-0.001786468,0.000285862,0.446428571,3.069196429,4.6875,6.696428571,5.547753095,3.424645695,2.584225785,3.05066908,0.558035714,2.064732143,3.069196429,12.33258929,4.170314627,1.894006797,2.527322905,2.581428891
67,2086.4269,2094.001333,20200102_1015.WAV,2086.4269,RUM,5,3,R23,1,GJJ,1,R23.09,1,NA,NA,NA,NA,20200102_0855_to_20200102_1659.Table.1.selections.txt,20200102_1015_sel67.wav,Artists,F,6/30/1976,NA,R23,Artists,F,1/3/2009,R23,R23,1/2/2020,15891,4016,adult,adult,no,no,MomAdF,greeting,20200102_1015,NA,NA,1,1,1,1,20200102_1015_sel67.wav,0,0,0,-1,0.001324302,0.0053603,-0.001615561,0.002714035,-0.002456568,0.003649553,0.004678665,-0.001331687,0.006835523,-0.005119222,-0.00619528,0.003614619,4.073660714,5.580357143,6.863839286,13.50446429,2.716026605,4.744819103,3.998260572,3.974780103,0.167410714,3.459821429,5.580357143,13.50446429,2.752077691,2.069167216,2.529483389,6.756802121
68,2094.0728,2100.691594,20200102_1015.WAV,2094.0728,RUM,5,2,R23,1,GJJ,1,R23.09,1,NA,NA,NA,NA,20200102_0855_to_20200102_1659.Table.1.selections.txt,20200102_1015_sel68.wav,Artists,F,6/30/1976,NA,R23,Artists,F,1/3/2009,R23,R23,1/2/2020,15891,4016,adult,adult,no,no,MomAdF,greeting,20200102_1015,NA,NA,1,1,1,1,20200102_1015_sel68.wav,0,0.220248241,0.366350541,1,-0.000527721,0.002044136,-0.003605751,0.004487388,-0.006451558,0.003283459,0.006169017,0.000288723,0.008368974,-0.002984948,-0.002612283,-0.000748298,1.618303571,3.069196429,4.352678571,9.040178571,2.690467099,3.572874209,2.693616019,2.713380121,0.446428571,3.125,4.296875,7.533482143,2.85597532,2.250494481,2.902570253,2.736305189
21,528.262,534.5554002,20200109_0918.WAV,528.262,RUM,25,3,M8.98,1,CCF,1,M8.88,1,"virtually certain these calls were contact calls directed towards M8.88 because she was lagging behind the group and M8.98 was standing there as if waiting for her while the rest of the group moved off, and as soon as M8.88 got closer, M8.98 approached her and they had a greeting ceremony",NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel21.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,1/9/2020,7985,11515,adult,adult,no,no,YngA2A,contact,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel21.wav,0,0,0,0,-0.002047938,0.005907413,0.002781703,0.003437194,-0.002809582,-0.003189859,0.001053642,-0.001719799,0.002030196,0.006125262,0.001073227,-0.003482721,0.223214286,2.455357143,4.910714286,11.94196429,3.153157351,1.933771572,3.163804022,1.887172808,0.223214286,0.78125,3.794642857,5.022321429,2.458142643,2.965601782,1.617140333,2.286354821
23,573.866,581.1799516,20200109_0918.WAV,573.866,RUM,25,3,M8.98,1,CCF,1,M8.88,1,overlap with very faint RUM at beginning of call. Hopefully still useable for playback? M8.88 has just come into sight and M8.98 calls then starts walking toward her,NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel23.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,1/9/2020,7985,11515,adult,adult,no,no,YngA2A,contact,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel23.wav,0,0,0,-1,-0.002032502,0.000839603,0.004810862,0.00191065,-0.00452593,0.001572634,-0.003519706,-0.002630478,-0.001668492,0.001930207,0.001705393,-0.001766242,0.446428571,1.060267857,4.631696429,5.915178571,2.931472717,3.021446772,3.441261977,2.448335715,0.167410714,2.176339286,4.631696429,12.66741071,2.955925715,2.39094721,3.318952167,2.470474898
25,593.064,598.5162349,20200109_0918.WAV,593.064,RUM,30,2,M8.98,1,CCF,1,M8.88,1,NA,NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel25.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,1/9/2020,7985,11515,adult,adult,no,no,YngA2A,contact,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel25.wav,0,0,0,-1,-0.000420153,0.001067905,0.003481407,0.003774111,-0.006396569,0.002127083,-0.000544749,0.001964116,0.005387114,0.000711803,-0.001841564,0.001531616,0.334821429,3.459821429,4.129464286,6.584821429,3.551682546,2.780771509,2.477881088,2.662126314,0.223214286,1.674107143,3.459821429,4.129464286,2.461886297,2.399643578,3.038382942,2.213041827
27,616.832,623.380538,20200109_0918.WAV,616.832,RUM,40,2,M8.98,1,CCF,1,M8.88,1,"Unsure iMaybe high enough quality for MFCCs, but F0 very faint. M8.98 and M8.88 still haven't gotten close but M8.88 is in sight and they are approaching each other",NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel27.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,1/9/2020,7985,11515,adult,adult,no,no,YngA2A,contact,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel27.wav,0,0,0,-1,-0.000788357,0.000832957,0.002428546,0.003187842,-0.005288896,0.00079733,0.000498126,-0.000216606,0.000502737,-0.001856258,0.001378764,0.000747318,0.334821429,2.120535714,3.571428571,11.83035714,2.877588007,2.665134183,3.207676009,2.524348597,0.223214286,0.78125,9.040178571,13.39285714,2.158954892,2.516252755,2.023700046,2.274860702
30,659.172,666.1457678,20200109_0918.WAV,659.172,RUM,15,3,M8.98,1,GJJ,1,M8.88,1,"this is probably directed at 8.88 but could also be directed at our car, because she was disturbed when we drove up to get closer to her (and was ORI towards the car and backing away from it as she rumbled). If it is directed at M8.88, unclear if it is a contact call or greeting rumble. M8.88 and M8.98 are well within sight of each other but haven't actually reached each other yet",NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel30.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,1/9/2020,7985,11515,adult,adult,no,no,YngA2A,greeting,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel30.wav,0,0,0,-1,0.000526338,-5.29E-06,0.001020938,0.005200205,-0.005760721,-0.00072523,-0.004224766,-0.001602624,0.000908586,-0.000124797,0.002328932,0.001961533,0.78125,3.013392857,3.794642857,4.6875,5.047472764,2.289822198,2.626111339,3.264407133,0.223214286,0.78125,3.794642857,5.915178571,2.530770303,2.350439645,2.120557726,2.315701774
53,774.893,778.299858,20200109_0918.WAV,774.893,RUM,5,2,M8.88,1,GJJ,1,M8.98,1,Silvia and Adelaide just greeting each other and are now walking together down to river to join rest of group,NA,NA,NA,20200109_0825_20200109_0939.Table.1.selections.txt,20200109_0918_sel53.wav,M8s,F,6/30/1988,M8,M8.88,M8s,F,2/28/1998,M8,M8.88,1/9/2020,11515,7985,adult,adult,no,no,OldA2A,greeting,20200109_0918,NA,NA,1,1,1,1,20200109_0918_sel53.wav,0,0,0,0,-0.005365609,-0.000601089,-0.00046797,-0.000516056,-0.000985478,0.0029962,0.001869634,0.002323915,0.002592722,0.004373185,-0.00158066,0.000618955,0.669642857,1.5625,5.357142857,12.5,2.188486271,1.938946918,1.869188817,1.816313103,1.5625,4.464285714,5.133928571,12.5,3.232940709,2.448205756,2.136161447,3.296435461
